,src,dst,ts,label,idx
123,56396,42021,1990,0,124
124,40514,61886,1990,0,125
125,49803,53968,1990,0,126
126,56510,46689,1990,0,127
127,19604,37684,1990,0,128
128,56510,60057,1990,0,129
129,53814,46465,1990,0,130
130,20380,21499,1990,0,131
131,56510,23717,1990,0,132
132,39200,26841,1990,0,133
133,17405,60065,1990,0,134
134,17405,56933,1990,0,135
135,7912,40958,1990,0,136
136,9883,27803,1990,0,137
137,5614,26778,1990,0,138
138,49796,32401,1990,0,139
139,33066,13723,1990,0,140
140,49803,37632,1990,0,141
141,27765,57454,1990,0,142
142,12831,60837,1990,0,143
143,20902,33241,1990,0,144
144,49363,13442,1990,0,145
145,44492,33384,1990,0,146
146,2801,32401,1990,0,147
147,24916,48217,1990,0,148
148,39305,42947,1990,0,149
149,49754,62039,1990,0,150
150,12085,18757,1990,0,151
151,12590,33941,1990,0,152
152,38448,61886,1990,0,153
153,60063,2614,1990,0,154
154,47388,13101,1990,0,155
155,17277,42021,1990,0,156
156,3804,35128,1990,0,157
157,61886,12328,1990,0,158
158,47751,53650,1990,0,159
159,38708,33941,1990,0,160
160,23825,31477,1990,0,161
161,2579,43555,1990,0,162
162,57993,57454,1990,0,163
163,27664,2614,1990,0,164
164,10569,21491,1990,0,165
165,11412,29787,1990,0,166
166,3804,59747,1990,0,167
167,37865,7822,1990,0,168
168,42782,38821,1990,0,169
169,22960,19133,1990,0,170
170,22897,41132,1990,0,171
171,17112,26866,1990,0,172
172,22759,13486,1990,0,173
173,58982,38821,1990,0,174
174,17584,13236,1990,0,175
175,50051,31783,1990,0,176
176,12334,55349,1990,0,177
177,54953,10563,1990,0,178
178,28196,360,1990,0,179
179,32566,31783,1990,0,180
180,1137,19044,1990,0,181
181,42947,37911,1990,0,182
182,58840,29798,1990,0,183
183,52322,3730,1990,0,184
184,29445,41289,1990,0,185
185,38663,10563,1990,0,186
186,56428,29299,1990,0,187
187,26960,48009,1990,0,188
188,59455,13723,1990,0,189
189,58872,45504,1990,0,190
190,59063,42246,1990,0,191
191,51391,50499,1990,0,192
192,51391,13600,1990,0,193
193,53822,2614,1990,0,194
194,29445,61873,1990,0,195
195,36289,22614,1990,0,196
196,29445,34797,1990,0,197
197,14744,3822,1990,0,198
198,6025,52062,1990,0,199
199,9173,31732,1990,0,200
200,9173,57761,1990,0,201
201,39631,60380,1990,0,202
202,42782,47346,1990,0,203
203,29791,49941,1990,0,204
204,60595,52058,1990,0,205
205,6025,29088,1990,0,206
206,42107,9926,1990,0,207
207,38028,26913,1990,0,208
208,59429,55349,1990,0,209
209,11726,57454,1990,0,210
210,14237,55469,1990,0,211
211,42107,9552,1990,0,212
212,14267,61525,1990,0,213
213,8034,43302,1990,0,214
214,24809,33384,1990,0,215
215,59000,55349,1990,0,216
216,7601,33384,1990,0,217
217,40958,7912,1990,0,218
218,59000,36944,1990,0,219
219,34064,919,1990,0,220
220,29165,32476,1990,0,221
221,5641,14504,1990,0,222
222,32397,13409,1990,0,223
223,27378,58598,1990,0,224
224,61566,60595,1990,0,225
225,39628,21499,1990,0,226
226,23198,54236,1990,0,227
227,24293,46712,1990,0,228
228,9317,22174,1990,0,229
229,9173,30851,1990,0,230
230,48773,14896,1990,0,231
231,12058,59835,1990,0,232
232,3204,26039,1990,0,233
233,3798,55349,1990,0,234
234,27372,48321,1990,0,235
235,17607,42246,1990,0,236
236,29683,22107,1990,0,237
237,58802,61124,1990,0,238
238,19332,55048,1990,0,239
239,2215,14335,1990,0,240
240,33212,46689,1990,0,241
241,38652,34135,1990,0,242
242,48690,23669,1990,0,243
243,39633,30792,1990,0,244
244,10614,59398,1990,0,245
245,35142,36311,1990,0,246
246,54193,29165,1990,0,247
247,46233,50473,1990,0,248
248,57318,29055,1990,0,249
249,24689,30208,1990,0,250
250,28353,61873,1990,0,251
251,17607,25858,1990,0,252
252,1219,54645,1990,0,253
253,55722,42555,1990,0,254
254,30912,32585,1990,0,255
255,33697,18358,1990,0,256
256,55722,38719,1990,0,257
257,52339,9552,1990,0,258
258,39653,7912,1990,0,259
259,8570,23669,1990,0,260
260,58250,55469,1990,0,261
261,15600,13101,1990,0,262
262,53188,7822,1990,0,263
263,27717,18358,1990,0,264
264,60190,13409,1990,0,265
265,28104,32401,1990,0,266
266,49554,25609,1991,0,267
267,14191,37721,1991,0,268
268,37134,15312,1991,0,269
269,21297,38174,1991,0,270
270,3736,38174,1991,0,271
271,56943,57480,1991,0,272
272,6255,27921,1991,0,273
273,37179,37074,1991,0,274
274,9227,41643,1991,0,275
275,2094,21856,1991,0,276
276,36541,36048,1991,0,277
277,6255,26079,1991,0,278
278,15029,3311,1991,0,279
279,43416,4431,1991,0,280
280,43002,1037,1991,0,281
281,53351,872,1991,0,282
282,1314,13171,1991,0,283
283,57041,48823,1991,0,284
284,10713,25052,1991,0,285
285,23681,4862,1991,0,286
286,45656,37997,1991,0,287
287,6972,58792,1991,0,288
288,25052,29117,1991,0,289
289,25785,60070,1991,0,290
290,47752,13972,1991,0,291
291,29694,1144,1991,0,292
292,29165,39406,1991,0,293
293,42947,31828,1991,0,294
294,27626,56912,1991,0,295
295,42529,44869,1991,0,296
296,52729,47629,1991,0,297
297,10867,14869,1991,0,298
298,29657,7633,1991,0,299
299,2614,47238,1991,0,300
300,61159,42205,1991,0,301
301,50124,25020,1991,0,302
302,36317,13584,1991,0,303
303,58250,13171,1991,0,304
304,58250,38806,1991,0,305
305,14650,13229,1991,0,306
306,56199,14869,1991,0,307
307,37911,59534,1991,0,308
308,27341,57867,1991,0,309
309,16157,44791,1991,0,310
310,46712,10082,1991,0,311
311,31043,31859,1991,0,312
312,32566,56356,1991,0,313
313,33641,47324,1991,0,314
314,41504,52891,1991,0,315
315,503,25305,1991,0,316
316,29445,42424,1991,0,317
317,29965,4666,1991,0,318
318,20804,2417,1991,0,319
319,13920,17102,1991,0,320
320,13920,42641,1991,0,321
321,5641,25609,1991,0,322
322,29445,59480,1991,0,323
323,9527,58792,1991,0,324
324,59909,57117,1991,0,325
325,1137,33112,1991,0,326
326,53695,59909,1991,0,327
327,34216,57334,1991,0,328
328,11077,56996,1991,0,329
329,41396,3081,1991,0,330
330,45297,28144,1991,0,331
331,31502,3852,1991,0,332
332,17584,48480,1991,0,333
333,48898,20535,1991,0,334
334,60380,14424,1991,0,335
335,13236,20115,1991,0,336
336,13236,25305,1991,0,337
337,2215,22150,1991,0,338
338,22975,23100,1991,0,339
339,31360,17990,1991,0,340
340,54271,6098,1991,0,341
341,61918,27921,1991,0,342
342,13037,51618,1991,0,343
343,53695,57117,1991,0,344
344,3443,46428,1991,0,345
345,52759,58659,1991,0,346
346,33415,24171,1991,0,347
347,22960,31828,1991,0,348
348,18987,28484,1991,0,349
349,22960,12689,1991,0,350
350,55147,3815,1991,0,351
351,26758,7633,1991,0,352
352,52317,9110,1991,0,353
353,51357,22150,1991,0,354
354,12428,3736,1991,0,355
355,51357,21856,1991,0,356
356,56510,52461,1991,0,357
357,19358,57492,1991,0,358
358,40514,40571,1991,0,359
359,22150,21856,1991,0,360
360,24293,10082,1991,0,361
361,18313,58659,1991,0,362
362,58249,10304,1991,0,363
363,11063,25838,1991,0,364
364,24916,15266,1991,0,365
365,29699,41955,1991,0,366
366,36318,33962,1991,0,367
367,18404,57334,1991,0,368
368,9699,20115,1991,0,369
369,37964,13972,1991,0,370
370,37964,3852,1991,0,371
371,22700,18044,1991,0,372
372,50951,7198,1991,0,373
373,29145,24003,1991,0,374
374,58840,37906,1991,0,375
375,30912,62402,1991,0,376
376,30912,37721,1991,0,377
377,40206,42205,1991,0,378
378,1137,25609,1991,0,379
379,7125,19793,1991,0,380
380,11063,28484,1991,0,381
381,25873,14682,1991,0,382
382,27108,5269,1991,0,383
383,4237,30249,1991,0,384
384,23222,45193,1991,0,385
385,46387,34134,1991,0,386
386,16483,35189,1991,0,387
387,29722,51869,1991,0,388
388,190,62009,1991,0,389
389,55115,36785,1991,0,390
390,60043,7198,1991,0,391
391,39563,4666,1991,0,392
392,40783,14369,1991,0,393
393,40783,29987,1991,0,394
394,27921,15312,1991,0,395
395,31213,14682,1991,0,396
396,28888,1037,1991,0,397
397,15600,8837,1991,0,398
398,6543,19520,1991,0,399
399,45908,6349,1991,0,400
400,4900,44845,1991,0,401
401,38156,12265,1991,0,402
402,1755,23665,1991,0,403
403,35445,50322,1991,0,404
404,48690,19520,1991,0,405
405,51944,48495,1991,0,406
406,50472,5269,1991,0,407
407,54236,46067,1991,0,408
408,1762,23665,1991,0,409
409,37438,38352,1991,0,410
410,37438,58792,1991,0,411
411,7446,11479,1991,0,412
412,7250,22700,1991,0,413
413,48026,57492,1991,0,414
414,60063,56996,1991,0,415
415,47319,42047,1991,0,416
416,47319,34134,1991,0,417
417,38708,2430,1991,0,418
418,7380,48699,1991,0,419
419,12353,10823,1991,0,420
420,41018,51944,1991,0,421
421,13496,20535,1991,0,422
422,45684,7676,1991,0,423
423,18493,18449,1991,0,424
424,12058,59909,1991,0,425
425,56244,14869,1991,0,426
426,43477,26564,1991,0,427
427,18493,2417,1991,0,428
428,7250,18044,1991,0,429
429,56396,62696,1991,0,430
430,26866,33363,1991,0,431
431,58362,3619,1991,0,432
432,34413,38180,1991,0,433
433,34413,47752,1991,0,434
434,8102,48247,1991,0,435
435,41018,48495,1991,0,436
436,4431,5269,1991,0,437
437,26866,50833,1991,0,438
438,36047,37982,1991,0,439
439,46621,12782,1991,0,440
440,35584,52981,1991,0,441
441,20857,26564,1991,0,442
442,7708,49762,1991,0,443
443,15944,23665,1991,0,444
444,49601,3311,1991,0,445
445,15944,22839,1991,0,446
446,30731,48473,1991,0,447
447,25020,50124,1991,0,448
448,3601,40490,1991,0,449
449,16743,9378,1991,0,450
450,8359,49747,1991,0,451
451,11598,48495,1991,0,452
452,2850,62696,1991,0,453
453,11598,3985,1991,0,454
454,16870,26779,1991,0,455
455,48354,13114,1991,0,456
456,20857,15312,1991,0,457
457,52521,9227,1991,0,458
458,15235,62185,1991,0,459
459,47643,23728,1991,0,460
460,31828,12689,1991,0,461
461,13651,37990,1991,0,462
462,17868,7695,1991,0,463
463,53251,56336,1991,0,464
464,45048,8257,1991,0,465
465,45531,19520,1991,0,466
466,30779,20591,1991,0,467
467,12033,41955,1991,0,468
468,13882,5902,1991,0,469
469,23100,30331,1991,0,470
470,34626,57480,1991,0,471
471,7812,56870,1991,0,472
472,3958,11530,1991,0,473
473,13869,11698,1991,0,474
474,29537,7633,1991,0,475
475,24431,33363,1991,0,476
476,28957,48823,1991,0,477
477,43302,43674,1991,0,478
478,23375,50203,1991,0,479
479,40898,22150,1991,0,480
480,19133,12689,1991,0,481
481,35521,7695,1991,0,482
482,41746,19709,1991,0,483
483,35564,24003,1991,0,484
484,21120,10027,1991,0,485
485,39779,7324,1991,0,486
486,53968,10082,1991,0,487
487,53891,14682,1991,0,488
488,40898,21856,1991,0,489
489,14831,18626,1991,0,490
490,26697,38375,1991,0,491
491,37982,36047,1991,0,492
492,60523,36079,1991,0,493
493,45839,57921,1991,0,494
494,4460,32820,1991,0,495
495,60523,42047,1991,0,496
496,31903,47629,1991,0,497
497,4440,8682,1991,0,498
498,55359,50424,1991,0,499
499,45283,11530,1991,0,500
500,31767,62009,1991,0,501
501,41587,1037,1991,0,502
502,6025,54842,1991,0,503
503,31767,190,1991,0,504
504,58972,42205,1991,0,505
505,62563,35203,1991,0,506
506,62563,3619,1991,0,507
507,60129,38180,1991,0,508
508,45908,59270,1991,0,509
509,19133,31828,1991,0,510
510,54717,12847,1991,0,511
511,34797,51763,1991,0,512
512,39779,11530,1991,0,513
513,56356,13712,1991,0,514
514,11471,6358,1991,0,515
515,47388,44791,1991,0,516
516,43302,36531,1991,0,517
517,3204,47629,1991,0,518
518,7381,15934,1992,0,519
519,100,15881,1992,0,520
520,23645,50721,1992,0,521
521,40918,5502,1992,0,522
522,53188,47069,1992,0,523
523,14267,17872,1992,0,524
524,29537,21417,1992,0,525
525,43416,57264,1992,0,526
526,31502,19904,1992,0,527
527,23645,41396,1992,0,528
528,3852,19904,1992,0,529
529,51850,9200,1992,0,530
530,56912,5114,1992,0,531
531,46927,50395,1992,0,532
532,13389,41396,1992,0,533
533,15266,8614,1992,0,534
534,15266,9200,1992,0,535
535,47309,51510,1992,0,536
536,46110,21417,1992,0,537
537,2610,5436,1992,0,538
538,50842,58897,1992,0,539
539,32990,552,1992,0,540
540,37906,34823,1992,0,541
541,12450,53562,1992,0,542
542,18493,27889,1992,0,543
543,44218,45227,1992,0,544
544,58792,28591,1992,0,545
545,51028,5114,1992,0,546
546,49796,45478,1992,0,547
547,3081,41396,1992,0,548
548,44880,22355,1992,0,549
549,59393,3560,1992,0,550
550,20433,3281,1992,0,551
551,59393,26459,1992,0,552
552,30191,51510,1992,0,553
553,54147,36402,1992,0,554
554,60775,8597,1992,0,555
555,40293,26488,1992,0,556
556,59393,38841,1992,0,557
557,51357,40898,1992,0,558
558,6321,13499,1992,0,559
559,30821,57264,1992,0,560
560,60007,57474,1992,0,561
561,9317,8597,1992,0,562
562,44880,53145,1992,0,563
563,46465,52187,1992,0,564
564,56336,53302,1992,0,565
565,38446,49139,1992,0,566
566,9432,60350,1992,0,567
567,52062,8356,1992,0,568
568,33732,7605,1992,0,569
569,61556,13235,1992,0,570
570,19858,14895,1992,0,571
571,9317,18382,1992,0,572
572,8575,48850,1992,0,573
573,17125,47708,1992,0,574
574,29256,7163,1992,0,575
575,45839,59213,1992,0,576
576,24080,58826,1992,0,577
577,52599,55177,1992,0,578
578,29445,3281,1992,0,579
579,29178,39221,1992,0,580
580,46862,26488,1992,0,581
581,16483,29721,1992,0,582
582,57813,53562,1992,0,583
583,49684,35868,1992,0,584
584,31460,26068,1992,0,585
585,31460,28651,1992,0,586
586,53915,36402,1992,0,587
587,53915,57264,1992,0,588
588,7125,48850,1992,0,589
589,7782,29256,1992,0,590
590,43210,43282,1992,0,591
591,36854,32478,1992,0,592
592,59747,40095,1992,0,593
593,49110,18463,1992,0,594
594,31115,4689,1992,0,595
595,3560,26459,1992,0,596
596,31115,55973,1992,0,597
597,59747,2667,1992,0,598
598,6726,25151,1992,0,599
599,43210,13137,1992,0,600
600,52588,53562,1992,0,601
601,54915,20698,1992,0,602
602,28059,42972,1992,0,603
603,4900,26563,1992,0,604
604,52227,1105,1992,0,605
605,28484,2351,1992,0,606
606,50478,22461,1992,0,607
607,57993,45478,1992,0,608
608,13651,7458,1992,0,609
609,58249,42972,1992,0,610
610,12689,41490,1992,0,611
611,3747,57310,1992,0,612
612,61488,37471,1992,0,613
613,26104,54832,1992,0,614
614,41379,19128,1992,0,615
615,42770,50395,1992,0,616
616,13409,11561,1992,0,617
617,6015,9141,1992,0,618
618,43210,35176,1992,0,619
619,15382,25239,1992,0,620
620,48480,9977,1992,0,621
621,30122,31384,1992,0,622
622,47746,32478,1992,0,623
623,15382,45124,1992,0,624
624,7250,50065,1992,0,625
625,40898,32167,1992,0,626
626,7125,4342,1992,0,627
627,13920,21043,1992,0,628
628,21633,15157,1992,0,629
629,7237,9696,1992,0,630
630,22068,18772,1992,0,631
631,7125,59393,1992,0,632
632,14504,5730,1992,0,633
633,62213,29667,1992,0,634
634,13974,18382,1992,0,635
635,34797,55973,1992,0,636
636,27427,18382,1992,0,637
637,4326,18382,1992,0,638
638,21120,50395,1992,0,639
639,48353,60814,1992,0,640
640,52584,43095,1992,0,641
641,38806,43441,1992,0,642
642,46918,23650,1992,0,643
643,10614,28747,1992,0,644
644,49803,5210,1992,0,645
645,61157,16948,1992,0,646
646,13171,47708,1992,0,647
647,9985,39221,1992,0,648
648,11412,35868,1992,0,649
649,11967,53222,1992,0,650
650,11412,7054,1992,0,651
651,27664,48850,1992,0,652
652,989,11494,1992,0,653
653,56244,30984,1992,0,654
654,43477,60861,1992,0,655
655,43477,23630,1992,0,656
656,13486,13235,1992,0,657
657,43477,13540,1992,0,658
658,25426,13933,1992,0,659
659,27427,30984,1992,0,660
660,58955,37853,1992,0,661
661,10718,11926,1992,0,662
662,53453,60775,1992,0,663
663,49941,18382,1992,0,664
664,29900,19064,1992,0,665
665,27229,28602,1992,0,666
666,25560,25027,1992,0,667
667,16641,9198,1992,0,668
668,58250,60299,1992,0,669
669,19044,6313,1992,0,670
670,55349,61189,1992,0,671
671,15825,49919,1992,0,672
672,41969,7054,1992,0,673
673,25803,22409,1992,0,674
674,17500,8976,1992,0,675
675,52981,9065,1992,0,676
676,4422,59481,1992,0,677
677,4139,11494,1992,0,678
678,38092,18382,1992,0,679
679,2532,27099,1992,0,680
680,17942,54170,1992,0,681
681,45283,28591,1992,0,682
682,51427,45478,1992,0,683
683,60523,43282,1992,0,684
684,54842,19833,1992,0,685
685,37982,6942,1992,0,686
686,54464,54474,1992,0,687
687,21305,13235,1992,0,688
688,34413,60129,1992,0,689
689,7908,50045,1992,0,690
690,21499,60565,1992,0,691
691,21499,8743,1992,0,692
692,38528,39965,1992,0,693
693,21499,6313,1992,0,694
694,38032,45478,1992,0,695
695,12942,17598,1992,0,696
696,48217,50252,1992,0,697
697,27756,12489,1992,0,698
698,60125,21683,1992,0,699
699,12942,45478,1992,0,700
700,45478,26007,1992,0,701
701,24509,33722,1992,0,702
702,11193,41490,1992,0,703
703,12942,4826,1992,0,704
704,16743,26007,1992,0,705
705,19919,15137,1992,0,706
706,33667,35888,1992,0,707
707,19604,25339,1992,0,708
708,17983,57283,1992,0,709
709,39677,55751,1992,0,710
710,31365,46590,1992,0,711
711,16870,26007,1992,0,712
712,13974,55512,1992,0,713
713,7812,20949,1992,0,714
714,44854,31295,1992,0,715
715,13882,18382,1992,0,716
716,25844,21339,1992,0,717
717,41018,45478,1992,0,718
718,60416,28591,1992,0,719
719,47812,5502,1992,0,720
720,35445,13235,1992,0,721
721,3822,45478,1992,0,722
722,61886,18382,1992,0,723
723,61124,30507,1992,0,724
724,2885,42415,1992,0,725
725,1762,46404,1992,0,726
726,7446,60775,1992,0,727
727,6529,44974,1992,0,728
728,32426,4689,1992,0,729
729,32426,13933,1992,0,730
730,57577,57087,1992,0,731
731,32585,30984,1992,0,732
732,9952,38469,1992,0,733
733,11167,58166,1992,0,734
734,11167,2667,1992,0,735
735,11167,52330,1992,0,736
736,2813,20449,1992,0,737
737,26913,57989,1992,0,738
738,54219,18463,1992,0,739
739,58064,55973,1992,0,740
740,13882,40184,1992,0,741
741,9541,29387,1992,0,742
742,56663,5212,1992,0,743
743,29165,50395,1992,0,744
744,47074,35985,1992,0,745
745,25610,16361,1992,0,746
746,17800,19921,1992,0,747
747,46387,41537,1992,0,748
748,46387,59533,1992,0,749
749,15195,17598,1992,0,750
750,10211,30375,1992,0,751
751,15195,45478,1992,0,752
752,54250,38999,1992,0,753
753,15195,3621,1992,0,754
754,18468,26007,1992,0,755
755,61446,21417,1992,0,756
756,29791,48802,1992,0,757
757,37865,47069,1992,0,758
758,17581,9200,1992,0,759
759,13137,43282,1992,0,760
760,19566,38685,1992,0,761
761,36288,18382,1992,0,762
762,21961,26960,1992,0,763
763,22348,21018,1992,0,764
764,6687,29078,1992,0,765
765,25873,37375,1992,0,766
766,8735,5114,1992,0,767
767,57283,14780,1992,0,768
768,13375,14255,1992,0,769
769,16934,19921,1992,0,770
770,3054,18772,1992,0,771
771,58098,54213,1992,0,772
772,56506,39221,1992,0,773
773,8408,6942,1992,0,774
774,15685,33333,1992,0,775
775,37559,61906,1992,0,776
776,12428,31384,1992,0,777
777,7377,147,1992,0,778
778,45907,20522,1992,0,779
779,31859,34424,1992,0,780
780,31859,29721,1992,0,781
781,34103,17872,1992,0,782
782,1807,24990,1992,0,783
783,5096,23465,1992,0,784
784,24293,53145,1992,0,785
785,34448,13235,1992,0,786
786,48009,32408,1992,0,787
787,14744,14178,1992,0,788
788,14744,26007,1992,0,789
789,15809,27829,1992,0,790
790,50668,7054,1992,0,791
791,27803,33333,1992,0,792
792,17584,38469,1992,0,793
793,17689,5262,1992,0,794
794,5170,16724,1992,0,795
795,29165,25799,1992,0,796
796,9570,25808,1992,0,797
797,27294,25782,1992,0,798
798,25785,59533,1992,0,799
799,53241,53444,1992,0,800
800,13933,26007,1992,0,801
801,35759,7054,1992,0,802
802,61432,42415,1992,0,803
803,25785,60775,1992,0,804
804,25785,45777,1992,0,805
805,4889,11771,1992,0,806
806,503,61190,1992,0,807
807,503,36882,1992,0,808
808,32370,15609,1992,0,809
809,42424,4781,1992,0,810
810,42424,43326,1992,0,811
811,16531,47800,1992,0,812
812,27378,16506,1992,0,813
813,27372,5262,1992,0,814
814,7822,47069,1992,0,815
815,44474,51714,1992,0,816
816,61749,50851,1992,0,817
817,9587,50721,1992,0,818
818,45980,30165,1992,0,819
819,29252,23504,1992,0,820
820,13188,47732,1992,0,821
821,45290,13773,1992,0,822
822,24162,22935,1992,0,823
823,45290,21339,1992,0,824
824,1314,47708,1992,0,825
825,59455,28591,1992,0,826
826,9699,7054,1992,0,827
827,56038,21290,1992,0,828
828,32167,40898,1992,0,829
829,20218,22936,1992,0,830
830,15956,4618,1992,0,831
831,30912,55856,1992,0,832
832,27058,49255,1992,0,833
833,30912,32478,1992,0,834
834,34134,60775,1992,0,835
835,47838,6788,1992,0,836
836,32566,13773,1992,0,837
837,11479,60775,1992,0,838
838,56943,9432,1992,0,839
839,56943,28591,1992,0,840
840,15668,2275,1992,0,841
841,38767,14137,1992,0,842
842,10724,18382,1992,0,843
843,2094,5930,1992,0,844
844,3815,49889,1992,0,845
845,3815,37532,1992,0,846
846,50051,21666,1992,0,847
847,2094,12354,1992,0,848
848,1314,5930,1992,0,849
849,37276,18382,1992,0,850
850,30079,4826,1992,0,851
851,23537,8356,1992,0,852
852,31043,35868,1992,0,853
853,8682,10812,1992,0,854
854,48823,2409,1992,0,855
855,48576,38999,1992,0,856
856,45531,50065,1992,0,857
857,11151,55512,1992,0,858
858,38448,18382,1992,0,859
859,34135,42647,1992,0,860
860,55698,33123,1992,0,861
861,15609,32370,1992,0,862
862,12957,2667,1992,0,863
863,7867,39221,1992,0,864
864,55469,21023,1992,0,865
865,46904,28591,1992,0,866
866,38841,59393,1992,0,867
867,17277,13797,1992,0,868
868,47319,41537,1992,0,869
869,30402,42887,1992,0,870
870,50473,43282,1992,0,871
871,16606,25027,1992,0,872
872,44845,6313,1992,0,873
873,18164,4689,1992,0,874
874,20902,29078,1992,0,875
875,9883,33333,1992,0,876
876,13723,47349,1992,0,877
877,54287,12524,1992,0,878
878,53650,43282,1992,0,879
879,10569,1780,1992,0,880
880,24035,54396,1992,0,881
881,39810,9009,1992,0,882
882,17356,35526,1992,0,883
883,38921,49139,1992,0,884
884,52521,51510,1992,0,885
885,31384,33603,1992,0,886
886,35158,42887,1992,0,887
887,759,28591,1992,0,888
888,17750,33333,1992,0,889
889,43790,20698,1992,0,890
890,56396,2850,1992,0,891
891,50473,54355,1992,0,892
892,5728,49139,1992,0,893
893,58704,17598,1992,0,894
894,28916,21339,1992,0,895
895,1184,58166,1992,0,896
896,48838,53562,1992,0,897
897,13723,59213,1992,0,898
898,36944,27699,1992,0,899
899,41259,59481,1992,0,900
900,9527,28591,1992,0,901
901,11598,46513,1992,0,902
902,40514,18382,1992,0,903
903,22700,32370,1992,0,904
904,56396,13797,1992,0,905
905,12334,24990,1992,0,906
906,7685,5114,1992,0,907
907,26866,31295,1992,0,908
908,60,57264,1992,0,909
909,39659,5114,1992,0,910
910,37911,35888,1992,0,911
911,2236,46590,1992,0,912
912,23222,28291,1992,0,913
913,24327,61962,1992,0,914
914,38028,29078,1992,0,915
915,12334,8976,1992,0,916
916,51763,45777,1992,0,917
917,15701,17817,1992,0,918
918,14237,52534,1992,0,919
919,58463,43282,1992,0,920
920,31783,21666,1992,0,921
921,22839,2900,1992,0,922
922,1721,46404,1992,0,923
923,38028,28747,1992,0,924
924,33415,54213,1992,0,925
925,38651,27167,1992,0,926
926,23537,22355,1992,0,927
927,45387,17448,1992,0,928
928,12334,21188,1992,0,929
929,23537,19833,1992,0,930
930,54953,29387,1992,0,931
931,31783,14227,1992,0,932
